mood,age,gender,subject,semester,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
Happy,25,Male,Engineering,14,1,Without family,Part time,Extrovert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,1:00:00 PM,3:30:00 AM,Traveling,No,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,1,more than 8,No,2,2,8,Moderate
Happy,20,Male,Business,1,2,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,3:00:00 AM,2:00:00 PM,12:00:00 PM,Music,No,No,No,3,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,more than 8,No,1,1,3,None
Happy,24,Female,Microbiology ,10,3,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:30:00 AM,3:00:00 PM,1:00:00 AM,"Music, Photography, Traveling",No,No,No,8,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,more than 8,No,2,2,11,Moderate
Tensed,24,Male,Pharmacy,9,6,With family,None,Introvert,In a relationship,8:00:00 AM,9:30:00 AM,2:30:00 PM,4:00:00 PM,1:00:00 AM,"Photography, Traveling",Yes,No,No,0,Very Often,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,6 to 8,No,2,0,16,Moderate
Happy,24,Male,Engineering,13,2,With family,Part time,Introvert,Single,8:00:00 AM,9:30:00 AM,2:00:00 AM,5:00:00 PM,1:00:00 AM,"Traveling, Programming",Yes,No,No,3,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,0 to 2,No,2,1,6,Moderate
Happy,27,Female,MBBS,4,3,With family,Full time,Introvert,In a relationship,7:30:00 AM,10:00:00 AM,2:00:00 PM,6:00:00 PM,12:00:00 PM,"Music, Traveling",No,No,No,1,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,2,6 to 8,No,2,1,18,Moderate
Happy,24,Female,Business,12,1,With family,Full time,Introvert,In a relationship,8:30:00 AM,10:00:00 AM,1:30:00 PM,7:00:00 PM,12:30:00 AM,Reading books,No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Not at all,1,0 to 2,No,1,0,3,None
Lost,24,Male,Engineering,12,1,With family,None,Introvert,In a relationship,1:00:00 PM,3:00:00 PM,6:00:00 PM,8:00:00 PM,6:00:00 AM,"Music, Photography, Traveling",Yes,No,No,6,Often,Not at all,Not at all,Not at all,Not at all,Not at all,Very Often,0,3 to 5,Yes,1,2,27,Severe
Happy,22,Male,Botany ,6,2,With family,None,Extrovert,Single,9:30:00 AM,10:00:00 AM,2:00:00 AM,9:00:00 PM,12:00:00 PM,Traveling,No,No,No,4,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,2,0 to 2,No,0,0,3,None
Sad,21,Female,Business,5,1,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,10:00:00 PM,4:00:00 AM,"Music, Photography, Painting, Traveling",No,No,No,3,Sometimes,Often,Not at all,Sometimes,Sometimes,Not at all,Not at all,2,6 to 8,No,2,5,8,Moderate
Lost,25,Male,Engineering,14,1,Without family,None,Ambivert,Single,8:45:00 PM,12:00:00 AM,12:05:00 PM,11:00:00 PM,7:45:00 AM,"Music, Painting, Traveling",Yes,No,No,11,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,0,6 to 8,No,2,10,20,Severe
Lost,23,Female,Biochemistry and Biotechnology ,10,2,With family,None,Introvert,Single,9:30:00 AM,11:00:00 AM,2:30:00 AM,12:00:00 AM,2:00:00 AM,"Music, Painting",No,No,No,3,Not at all,Sometimes,Not at all,Not at all,Sometimes,Not at all,Not at all,3,more than 8,No,0,1,15,Moderate
Happy,21,Female,Business,5,1,With family,None,Introvert,In a relationship,11:00:00 AM,12:00:00 PM,2:00:00 PM,1:00:00 AM,11:00:00 PM,"None, Cooking ",No,No,No,5,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,2,more than 8,No,1,0,15,Moderate
Angry,20,Male,Business,3,1,With family,None,Introvert,Single,10:00:00 AM,1:00:00 PM,4:00:00 PM,2:00:00 AM,3:00:00 AM,"Music, Traveling, Programming",No,No,No,0,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,5,3 to 5,No,2,1,20,Severe
Happy,20,Male,Business,5,1,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 PM,3:00:00 PM,3:00:00 AM,1:00:00 AM,Traveling,No,No,No,2,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Not at all,3,6 to 8,No,3,1,9,Moderate
Lost,20,Female,Engineering,5,0,With family,None,Ambivert,In a relationship,11:00:00 AM,11:30:00 AM,4:00:00 AM,4:00:00 AM,1:00:00 AM,Programming,No,No,No,3,Sometimes,Often,Regularly,Sometimes,Sometimes,Not at all,Often,5,3 to 5,No,1,1,19,Moderate
Tensed,20,Male,Business,2,1,With family,None,Introvert,Single,11:00:00 AM,1:00:00 PM,3:00:00 PM,5:00:00 AM,1:00:00 AM,Music,Yes,No,No,4,Very Often,Often,Not at all,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,1,2,18,Moderate
Tensed,25,Male,Business,12,2,With family,Full time,Introvert,Single,4:20:00 AM,8:00:00 AM,1:30:00 PM,6:00:00 AM,1:00:00 AM,"Music, Reading books",No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,Yes,0,1,19,Moderate
Sad,23,Male,Microbiology,7,1,With family,None,Introvert,Single,4:30:00 AM,9:00:00 AM,3:00:00 PM,7:00:00 AM,11:30:00 PM,None,No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Not at all,Not at all,Sometimes,3,more than 8,No,0,1,21,Severe
Tensed,21,Male,Engineering,4,1,With family,None,Introvert,In a relationship,1:00:00 PM,1:00:00 PM,4:30:00 PM,8:00:00 AM,5:00:00 AM,Gaming,No,No,No,3,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Very Often,3,3 to 5,No,0,0,12,Moderate
Lost,25,Male,Engineering,12,1,With family,Part time,Ambivert,Single,2:00:00 PM,2:15:00 PM,2:15:00 PM,9:00:00 AM,3:00:00 AM,"Music, Traveling",No,Yes,No,2,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Sometimes,4,more than 8,No,2,1,21,Severe
Happy,22,Male,Engineering,7,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,10:00:00 AM,3:00:00 AM,None,No,No,No,1,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,6 to 8,Yes,0,1,14,Moderate
Lost,23,Female,English Linguistics,11,1,With family,Part time,Ambivert,In a relationship,12:00:00 PM,12:15:00 PM,4:00:00 PM,11:00:00 AM,4:00:00 AM,Music,No,No,No,2,Sometimes,Often,Sometimes,Not at all,Sometimes,Sometimes,Not at all,1,6 to 8,No,1,1,6,Moderate
Happy,22,Male,Engineering,7,3,With family,None,Introvert,Single,6:00:00 AM,9:00:00 AM,1:30:00 PM,12:00:00 PM,10:25:00 PM,"Music, Traveling",No,No,No,3,Often,Sometimes,Regularly,Regularly,Sometimes,Not at all,Sometimes,2,3 to 5,No,3,1,0,None
Tensed,20,Female,Engineering,5,2,With family,None,Ambivert,Single,9:00:00 AM,9:00:00 AM,2:00:00 PM,1:00:00 PM,3:00:00 AM,"Music, Dancing",No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,6,0 to 2,No,2,1,14,Moderate
Tensed,21,Female,Business,3,1,With family,None,Introvert,Single,9:30:00 AM,10:00:00 AM,3:30:00 AM,2:00:00 PM,1:40:00 AM,"Music, Painting",No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,3,0 to 2,Yes,2,1,15,Moderate
Sad,25,Male,Environmental Science ,17,0,With family,None,Ambivert,Single,4:30:00 AM,9:00:00 AM,2:00:00 PM,3:00:00 PM,10:30:00 PM,"Praying  your and my Creator, Allah Subahan Wata Aa'la",No,No,No,1,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Very Often,0,more than 8,No,0,0,20,Severe
Sad,20,Female,Economics,1,1,With family,None,Introvert,In a relationship,11:00:00 AM,11:15:00 AM,2:00:00 PM,4:00:00 PM,3:00:00 AM,Traveling,No,No,No,3,Not at all,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,6,6 to 8,No,0,0,15,Moderate
Tensed,19,Female,Business,2,1,With family,None,Ambivert,Single,4:00:00 PM,9:00:00 AM,5:00:00 PM,5:00:00 PM,9:30:00 AM,Traveling,No,No,No,3,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Very Often,1,more than 8,No,0,2,14,Moderate
Happy,21,Female,Business,5,0,With family,None,Introvert,Single,7:30:00 AM,9:15:00 AM,2:00:00 PM,6:00:00 PM,1:00:00 AM,"Music, Photography, Traveling",No,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,4,6 to 8,No,2,2,5,Moderate
Happy,24,Female,Engineering,12,3,With family,None,Introvert,In a relationship,11:00:00 AM,11:30:00 AM,3:00:00 PM,7:00:00 PM,2:00:00 AM,"Music, Photography, Painting, Traveling",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,2,more than 8,Yes,1,1,9,Moderate
Lost,22,Male,Business,6,1,With family,None,Ambivert,In a relationship,2:00:00 PM,12:00:00 AM,3:00:00 AM,8:00:00 PM,3:00:00 AM,"Music, Photography, Painting, Traveling, Programming, Graphics designing",No,No,No,6,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Often,3,more than 8,Yes,0.8,0,13,Moderate
Tensed,28,Male,Business,1,1,With family,None,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 AM,9:00:00 PM,4:00:00 AM,Dancing,Yes,Yes,No,7,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,6 to 8,No,2,1,15,Moderate
Happy,21,Female,Business,3,0,With family,None,Introvert,Single,12:09:00 AM,11:00:00 AM,2:15:00 AM,10:00:00 PM,2:30:00 PM,Painting,No,No,No,2,Sometimes,Often,Sometimes,Sometimes,Regularly,Not at all,Not at all,4,6 to 8,No,1,5,4,None
Tensed,21,Male,Engineering,5,0,With family,None,Extrovert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,11:00:00 PM,2:00:00 AM,"Music, Traveling, Gaming",No,No,No,5,Often,Sometimes,Regularly,Sometimes,Not at all,Not at all,Very Often,5,0 to 2,No,3,1,5,Moderate
Happy,20,Male,Pharmacy,1,0,With family,None,Introvert,Single,9:00:00 AM,9:45:00 AM,2:30:00 AM,12:00:00 AM,12:30:00 PM,Watching k dramas,No,No,No,3,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,2,3 to 5,Yes,1,0,6,Moderate
Happy,24,Male,Business,12,3,With family,Part time,Ambivert,Single,9:00:00 AM,10:30:00 AM,2:30:00 PM,1:00:00 AM,1:00:00 AM,"Photography, Painting",Yes,Yes,No,7,Sometimes,Sometimes,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,2,6 to 8,No,2,2,9,Moderate
Happy,23,Female,Business,12,2,With family,None,Extrovert,In a relationship,10:30:00 AM,11:00:00 AM,3:30:00 PM,2:00:00 AM,3:30:00 AM,"Dancing, Photography, Painting, Traveling",No,No,No,8,Very Often,Very Often,Sometimes,Not at all,Sometimes,Not at all,Not at all,5,more than 8,No,1,1,20,Severe
Happy,22,Male,Engineering,11,2,With family,None,Introvert,Single,9:00:00 AM,11:00:00 AM,2:30:00 PM,3:00:00 AM,1:30:00 AM,"Photography, Traveling, Programming",No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,3 to 5,No,0,0,12,Moderate
Tensed,24,Male,Business,13,6,With family,None,Extrovert,Married,9:00:00 AM,10:00:00 AM,4:04:00 PM,4:00:00 AM,10:59:00 PM,Music,Yes,No,No,10,Sometimes,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,0,more than 8,No,4,1,14,Moderate
Lost,20,Female,Engineering,2,2,With family,None,Extrovert,Single,12:05:00 AM,11:00:00 AM,4:00:00 AM,5:00:00 AM,3:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,Not at all,3,6 to 8,No,0,1,13,Moderate
Lost,23,Female,Business,11,2,With family,None,Ambivert,Single,8:30:00 AM,9:30:00 AM,2:30:00 AM,6:00:00 AM,2:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,6 to 8,No,4,1,17,Moderate
Lost,23,Female,Biochemistry and biotechnology,9,1,With family,None,Introvert,In a relationship,8:30:00 AM,11:00:00 AM,2:00:00 AM,7:00:00 AM,12:30:00 PM,"Music, Painting, Traveling",No,No,No,3,Often,Very Often,Regularly,Sometimes,Sometimes,Not at all,Sometimes,7,3 to 5,No,1,3,4,None
Lost,20,Female,Business,2,2,With family,None,Ambivert,In a relationship,9:00:00 AM,9:30:00 AM,2:00:00 PM,8:00:00 AM,1:00:00 PM,Dancing,No,No,No,2,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,3,1,4,None
Tensed,22,Female,English linguistics,11,2,With family,None,Introvert,In a relationship,6:30:00 AM,8:00:00 AM,1:30:00 PM,9:00:00 AM,12:30:00 AM,None,No,No,No,5,Sometimes,Very Often,Sometimes,Not at all,Not at all,Not at all,Not at all,4,6 to 8,No,0,0,10,Moderate
Happy,19,Female,Pharmacy,1,0,With family,None,Extrovert,Single,9:09:00 AM,9:10:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Music,No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,Not at all,4,more than 8,No,0,1,13,Moderate
Sad,22,Female,English Linguistics ,11,1,With family,None,Introvert,Married,9:00:00 AM,11:00:00 AM,2:30:00 PM,11:00:00 AM,2:00:00 AM,"Music, Photography, Traveling, Watching movies",No,No,No,1,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,5,more than 8,No,8,2,12,Moderate
Lost,23,Female,Business,10,2,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,4:00:00 PM,12:00:00 PM,4:00:00 AM,Traveling,No,No,No,5,Very Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,3 to 5,Yes,2,0,18,Moderate
Happy,20,Female,Biotechnology and biochemistry ,2,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,1:00:00 PM,2:00:00 AM,"Dancing, Traveling",No,No,No,3,Sometimes,Often,Regularly,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,1,2,4,None
Lost,24,Male,Engineering,5,1,With family,None,Introvert,Single,9:00:00 AM,11:30:00 AM,5:00:00 PM,2:00:00 PM,6:00:00 AM,None,Yes,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,1,more than 8,No,0,0,18,Moderate
Tensed,23,Female,Engineering,13,2,With family,Part time,Extrovert,In a relationship,9:00:00 AM,11:00:00 AM,3:00:00 PM,3:00:00 PM,3:00:00 AM,"Music, Painting",Yes,No,No,0,Very Often,Often,Not at all,Not at all,Not at all,Not at all,Very Often,5,0 to 2,No,3,0,15,Moderate
Happy,25,Male,Business,11,1,With family,None,Extrovert,In a relationship,8:00:00 AM,8:00:00 AM,3:00:00 PM,4:00:00 PM,2:30:00 AM,"Music, Painting, Traveling",Yes,No,No,1,Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,2,0,1,None
Sad,21,Female,Law,8,1,With family,Part time,Extrovert,Single,1:00:00 PM,1:30:00 PM,4:00:00 PM,5:00:00 PM,3:00:00 AM,Dancing,No,No,No,5,Often,Very Often,Sometimes,Not at all,Regularly,Not at all,Not at all,5,more than 8,No,0,3,12,Moderate
Angry,21,Male,Business,7,10,With family,None,Extrovert,Single,9:00:00 AM,11:00:00 AM,2:30:00 AM,6:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,2,0 to 2,No,1,1,20,Severe
Tensed,23,Female,Biochemistry and biotechnology ,8,3,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,7:00:00 PM,12:30:00 AM,"Photography, Painting, Traveling, Poetry ",No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Sometimes,3,3 to 5,Yes,0,0,12,Moderate
Tensed,21,Female,Business,5,2,With family,None,Extrovert,In a relationship,9:00:00 AM,11:00:00 AM,3:15:00 PM,8:00:00 PM,2:00:00 AM,"Music, Photography, Painting",No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,6 to 8,Yes,1,1,11,Moderate
Lost,20,Female,Engineering,2,1,With family,Part time,Introvert,In a relationship,10:00:00 AM,10:15:00 AM,2:00:00 PM,9:00:00 PM,5:00:00 AM,"Painting, Programming",Yes,No,No,2,Not at all,Sometimes,Not at all,Not at all,Sometimes,Not at all,Often,5,3 to 5,No,0,1,22,Severe
Happy,20,Male,Engineering,5,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,10:00:00 PM,12:00:00 PM,Music,No,No,No,0,Very Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,0,6 to 8,No,4,10,20,Severe
Angry,22,Female,Business,5,3,With family,None,Introvert,Single,6:00:00 AM,8:30:00 AM,4:00:00 PM,11:00:00 PM,2:00:00 AM,None,No,No,No,2,Sometimes,Not at all,Sometimes,Sometimes,Regularly,Sometimes,Not at all,3,3 to 5,No,4,2,18,Moderate
Sad,33,Female,English Literature,9,3,With family,Part time,Ambivert,Divorced,9:00:00 AM,9:30:00 AM,3:00:00 PM,12:00:00 AM,2:30:00 AM,Gaming,Yes,No,No,4,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Very Often,3,6 to 8,Yes,0,3,25,Severe
Tensed,23,Male,Business,9,3,With family,None,Ambivert,In a relationship,9:00:00 AM,9:30:00 AM,3:30:00 PM,1:00:00 AM,5:00:00 AM,"Photography, Gaming",Yes,No,No,5,Often,Very Often,Sometimes,Not at all,Regularly,Not at all,Often,4,3 to 5,No,1,1,20,Severe
Lost,24,Male,Engineering,9,1,With family,None,Extrovert,In a relationship,8:00:00 AM,12:00:00 PM,6:00:00 AM,2:00:00 AM,5:00:00 AM,"Programming, Reading Journals & Reseach Papers",Yes,No,No,5,Very Often,Often,Regularly,Sometimes,Regularly,Sometimes,Sometimes,9,3 to 5,No,0,3,10,Moderate
Sad,24,Male,Business,2,3,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,2:00:00 AM,3:00:00 AM,11:30:00 AM,"Photography, Traveling",No,No,No,4,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,1,1,12,Moderate
Lost,20,Male,Business,5,2,With family,None,Ambivert,Single,7:30:00 AM,9:30:00 AM,3:30:00 PM,4:00:00 AM,11:30:00 PM,Reading,No,No,No,6,Sometimes,Often,Regularly,Sometimes,Sometimes,Sometimes,Often,8,6 to 8,No,2,1,14,Moderate
Tensed,21,Female,Engineering,2,2,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:30:00 PM,5:00:00 AM,3:00:00 AM,None,No,No,No,5,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,4,3 to 5,No,0,0,24,Severe
Lost,25,Male,Engineering,12,2,With family,None,Ambivert,Single,11:00:00 AM,1:00:00 PM,1:00:00 PM,6:00:00 AM,4:00:00 AM,None,No,No,No,0,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Not at all,0,6 to 8,No,2,0,20,Severe
Sad,24,Female,Business,13,1,With family,Full time,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,7:00:00 AM,4:50:00 AM,None,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,6,more than 8,Yes,1,7,23,Severe
Tensed,24,Male,Business,12,1,With family,Full time,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,8:00:00 AM,3:00:00 AM,"Photography, Traveling, Programming, Gaming ",Yes,No,No,7,Very Often,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,more than 8,No,0,1,11,Moderate
Lost,23,Female,Engineering,7,3,With family,None,Ambivert,In a relationship,12:00:00 PM,1:00:00 PM,6:00:00 PM,9:00:00 AM,6:00:00 AM,"Music, Dancing, Traveling",No,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,0,more than 8,No,1,1,19,Moderate
Lost,20,Female,Architecture,4,2,With family,None,Introvert,Single,11:00:00 AM,12:00:00 AM,3:30:00 AM,10:00:00 AM,6:00:00 AM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,4,more than 8,Yes,3,4,18,Moderate
Lost,20,Male,Engineering,1,1,With family,Part time,Ambivert,Single,10:00:00 AM,11:00:00 AM,2:30:00 AM,11:00:00 AM,5:00:00 AM,None,No,No,No,0,Often,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,0,3 to 5,No,0,0,10,Moderate
Tensed,24,Male,Business,11,1,With family,Part time,Ambivert,Single,8:00:00 AM,3:00:00 PM,3:00:00 PM,12:00:00 PM,6:00:00 AM,"Music, Traveling",Yes,No,No,5,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Very Often,0,0 to 2,No,4,0,9,Moderate
Lost,23,Female,Pharmacy,8,1,With family,None,Introvert,Single,9:00:00 AM,11:10:00 AM,2:30:00 PM,1:00:00 PM,2:00:00 AM,"Music, Traveling",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,more than 8,No,0,2,23,Severe
Happy,23,Female,Business,11,1,With family,None,Ambivert,Single,9:30:00 AM,11:00:00 AM,2:30:00 PM,2:00:00 PM,1:30:00 AM,Traveling,No,No,No,5,Sometimes,Often,Regularly,Not at all,Sometimes,Not at all,Not at all,1,more than 8,No,2,2,8,Moderate
Happy,22,Female,English Linguistics ,10,1,With family,None,Ambivert,Single,6:30:00 AM,8:00:00 AM,1:30:00 AM,3:00:00 PM,11:15:00 AM,"Music, Photography",No,No,No,0,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,4,6 to 8,No,2,1,7,Moderate
Lost,20,Male,Law,2,1,With family,None,Ambivert,Single,6:00:00 AM,8:00:00 AM,1:00:00 PM,4:00:00 PM,11:30:00 AM,Riding,Yes,No,No,15,Very Often,Not at all,Not at all,Sometimes,Sometimes,Not at all,Sometimes,3,3 to 5,No,2,1,14,Moderate
Happy,21,Female,English Literature,3,2,With family,None,Introvert,Married,5:00:00 AM,6:45:00 AM,2:30:00 AM,5:00:00 PM,11:20:00 AM,None,No,No,No,2,Sometimes,Very Often,Regularly,Sometimes,Not at all,Sometimes,Sometimes,2,more than 8,No,1,0,11,Moderate
Happy,22,Female,Engineering,10,2,With family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,6:00:00 PM,12:00:00 AM,"Traveling, Programming",No,No,No,3,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,1,6 to 8,No,1,1,18,Moderate
Sad,23,Male,Engineering,13,1,With family,Part time,Ambivert,Single,9:20:00 AM,10:00:00 AM,2:30:00 PM,7:00:00 PM,1:00:00 AM,Traveling,No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,6 to 8,Yes,2,1,14,Moderate
Sad,25,Male,Engineering,13,1,With family,None,Introvert,In a relationship,9:30:00 AM,10:00:00 AM,6:00:00 PM,8:00:00 PM,3:00:00 AM,"Music, Photography",Yes,No,No,0,Not at all,Not at all,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,3 to 5,No,2,5,24,Severe
Happy,20,Male,Business,5,2,With family,None,Extrovert,Single,8:00:00 AM,10:00:00 AM,4:00:00 PM,9:00:00 PM,8:00:00 PM,"Photography, Traveling",No,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,0,0,0,None
Happy,23,Male,Engineering,10,0,Without family,None,Extrovert,Single,7:00:00 AM,10:00:00 AM,2:00:00 AM,10:00:00 PM,2:00:00 AM,Music,No,No,No,2,Often,Often,Regularly,Regularly,Regularly,Sometimes,Sometimes,4,3 to 5,No,3,2,3,None
Sad,20,Female,Engineering,1,2,With family,None,Ambivert,In a relationship,8:00:00 AM,10:00:00 AM,3:00:00 PM,11:00:00 PM,1:00:00 AM,Painting,No,No,No,0,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,6 to 8,No,0,1,18,Moderate
Lost,24,Female,Business,11,3,With family,None,Introvert,In a relationship,9:00:00 AM,11:00:00 AM,2:30:00 PM,12:00:00 AM,2:00:00 AM,"Photography, Traveling, Cooking",No,No,No,1,Not at all,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,1,3 to 5,Yes,1,0,25,Severe
Happy,22,Male,Engineering,5,1,With family,None,Introvert,In a relationship,10:00:00 AM,11:00:00 AM,2:00:00 AM,1:00:00 AM,4:00:00 AM,"Music, Programming",No,No,No,3,Sometimes,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,5,3 to 5,No,1,2,9,Moderate
Happy,25,Male,Engineering,8,1,With family,Full time,Ambivert,Married,8:00:00 AM,8:30:00 AM,2:00:00 PM,2:00:00 AM,2:00:00 AM,Music,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,0 to 2,No,3,1,6,Moderate
